serial,brandname,location,batch group FAMILY,active,stockc,boat name,batch,planned ETA,date type,standard paint,paint,colour descr,paint_type,CoilSeats,MPRouter,cprouterplate,MpKeel,mppresstanks,mppresstransom,mppresspunt,metalprepcoilone,metalprepcoiltwo,rotomolder,metalprepguillopress,metalprepgunnels,metalprepext.misc,metalpreppressone,metalpreppresstwo,metalprepbulkparts,Router1,Router2,metalpreppreweld,metalprepseats,metalprepkeelweld,metalpreptransompart,stretchbottomsides,trimbottomside,stretchtopsides,trimstretchtopsides,weldpartsassembly,WeldPartsD,WeldPartsEHTroof,weldpartsb,weldpartsbowriderplateWPbunks,weldpartsc,weldpartscabin,Weldcabintopfit,weldpartsmiscparts,weldpartstank,transomassembly,hullstack,hullsweld,hullstig,WELD1,WELD1assist,WELD2,WELD3,WELD4,WeldQCsmall,RivetSeats,Linish,prepaintclean,StripeFab,CleanCabin,QC1small=cleanlarge=weld,ReworkfromRack,ReworkMovetoPackage,PrintWrap,carpentermarking,carpenterwood,carpentercarpet,MoveBoat2,PaintWash,paintprep,PaintEtch,paintcoating,PaintTwoTone,PaintRepair,RotoFit,UnwrapPlate,QC2PaintQCrotofit,LaminateWrap,StoreKitDF1F2notfortimes,WindscreensSection1of2,CanopyBendBows,CanopyCutBows,CanopyExtras,CanopySew,ApplyWrap,FitOutdashes,HtopAssbly,FitOut1,FitOut2,StoreKitF3F4notfortimes,FitOut3,FitOut4,FitOut5,stripes,QC3,TrailerFitUnderBoatHoist,CanopyFit,rigoutboard,unboxfitmotor,OutboardPD,OutboardRunforPD,PackagingpreQC4,QC4FinalCheck,transportcheckmoveboat,ShrinkWrap
362236,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230103,27/01/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
361410,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230203,23/02/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
356871,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X221202,6/01/2023,ETA,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
366316,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230301,9/03/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
356870,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230101,17/01/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
363286,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X221101,18/11/2022,ETA,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
361409,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230201,8/02/2023,ETA,YES,CLOUDFS,Cloud Grey Two Tone  Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
356868,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X221003,14/11/2022,ETA,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
369188,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,3/07/2023,FCAST,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371724,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230504,23/05/2023,ETA,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371729,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/06/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
366293,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230503,16/05/2023,ETA,YES,PAINT,Special Painting Info,TBA,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371245,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/06/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371243,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230501,4/05/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
366178,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230402,13/04/2023,ETA,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
360285,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230303,22/03/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
365277,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,17/06/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371720,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230403,20/04/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
367260,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,3/07/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371714,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230401,5/04/2023,ETA,YES,BLUEFS,Blue Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
373208,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X230505,30/05/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371734,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/07/2023,FCAST,YES,LBLUEFS,Light Blue Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
372381,Quintrex,Plate Boat,X01,Y,BM650THTI,Quintrex 650 Trident Hard Top,XCONFIRMED,21/09/2023,FCAST,YES,PTTG,Trident Grey (not to appear on Gateway),TWOTONE,0,0.86,7.5,0.36,0,0,0,0.6,0,1.55,4,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,6.5,0,0,0,3,1.75,5.5,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.62,0,0,9.24,0.65,1.83,0,0.43,1.75,0.33,0,0,0,0.4,0,0,0,0,0,0,3.73,4.63,6.16,0,4.06,6.29,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
366536,Quintrex,Plate Boat,X01,Y,BM650THTI,Quintrex 650 Trident Hard Top,XCONFIRMED,1/08/2023,FCAST,YES,BLUEFS,Blue Two Tone Full Sides,TWOTONE,0,0.86,7.5,0.36,0,0,0,0.6,0,1.55,4,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,6.5,0,0,0,3,1.75,5.5,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.62,0,0,9.24,0.65,1.83,0,0.43,1.75,0.33,0,0,0,0.4,0,0,0,0,0,0,3.73,4.63,6.16,0,4.06,6.29,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
365714,Quintrex,Plate Boat,X01,Y,BM650THTI,Quintrex 650 Trident Hard Top,X230203,21/03/2023,ETA,YES,PTTG,Trident Grey (not to appear on Gateway),TWOTONE,0,0.86,7.5,0.36,0,0,0,0.6,0,1.55,4,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,6.5,0,0,0,3,1.75,5.5,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.62,0,0,9.24,0.65,1.83,0,0.43,1.75,0.33,0,0,0,0.4,0,0,0,0,0,0,3.73,4.63,6.16,0,4.06,6.29,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
367744,Quintrex,Plate Boat,X01,Y,BM650THTI,Quintrex 650 Trident Hard Top,XCONFIRMED,3/07/2023,FCAST,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.86,7.5,0.36,0,0,0,0.6,0,1.55,4,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,6.5,0,0,0,3,1.75,5.5,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.62,0,0,9.24,0.65,1.83,0,0.43,1.75,0.33,0,0,0,0.4,0,0,0,0,0,0,3.73,4.63,6.16,0,4.06,6.29,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
371844,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,16/10/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
372839,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,1/11/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
367024,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,4/09/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
365949,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,1/09/2023,FCAST,YES,LBLUEFS,Light Blue Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
367025,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,1/11/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
369158,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,1/08/2023,FCAST,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
367023,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,24/07/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
369160,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,1/11/2023,FCAST,YES,PTTG,Trident Grey (not to appear on Gateway),TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
370248,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,XCONFIRMED,1/09/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
357786,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,X221202,4/01/2023,ETA,YES,BLUEFS,Blue Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
368046,Quintrex,Plate Boat,X02,Y,BM650TI,Quintrex 650 Trident,X230302,16/03/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.75,0.4,4,6.5,20,0,0,0,8.25,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.5,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0.33,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
